term,aliases,category,definition,source_name,source_url
핫머니,[],거시경제,"핫머니는 국제금융시장에서 단기적인 이익을 찾아 국가 간을 빠르게 이동하는 유동성 자금을 뜻합니다. 주로 금리 차이, 환율 변동, 정치적 불안 등을 이유로 움직입니다. 자금이 급격히 유출되는 국가에는 통화 가치 하락과 경제 불안을, 유입되는 국가에는 과잉 유동성으로 인한 물가 상승 압력을 줄 수 있어 시장의 변동성을 키우는 요인이 됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
해산가치,[],투자지표/밸류에이션,"해산가치는 기업이 해산할 때 모든 채무를 변제하고 남은 자산인 잔여자산액을 의미합니다. 기업의 가치를 평가하는 지표 중 하나로 쓰이며, 재무제표상에서 부채를 제외하고 주주에게 돌아갈 수 있는 자산의 규모를 나타냅니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
해약,[],ETF/펀드,"해약은 투자자가 보유한 수익증권을 현금으로 바꾸기 위해 증권사나 운용사에 매수를 청구하고, 그만큼 신탁계약을 해지하는 것을 뜻합니다. 펀드 투자자가 자금을 회수하는 과정에서 주로 사용되는 용어입니다. 해약 시 받는 금액은 기준가격에서 일정한 수수료를 뺀 가격으로 결정됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
해외증권,[],시장/상장,해외증권은 국내 기업이 해외 증권시장에서 외국인 투자자를 대상으로 발행하는 증권을 뜻합니다. 공시나 뉴스에서 국내 기업이 해외 시장을 통해 자금을 조달하는 상황을 설명할 때 주로 사용됩니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
해외직접투자,[],거시경제,"해외직접투자는 해외 기업의 경영에 참여하거나 기술 제휴를 맺기 위해 자금을 투입하는 투자 방식입니다. 단순히 주가 차익을 노리는 일반적인 투자와 달리, 경영권 확보나 사업적 협력을 목적으로 합니다. 뉴스나 경제 지표에서 기업의 해외 진출 현황이나 국가 간 자본 이동 규모를 설명할 때 주로 쓰입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
해지,[],ETF/펀드,"해지는 펀드를 없애는 행위로, 투자회사의 해산과 유사한 개념입니다. 펀드 운용이 종료되어 더 이상 유지되지 않는 상태를 의미하며, 주로 ETF나 펀드 관련 공시에서 상품의 존속 여부를 설명할 때 쓰입니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
헤지,[],파생/구조화상품,"헤지는 주식이나 환율 등 자산 가격이 변동하면서 생길 수 있는 위험을 피하기 위해 행하는 거래를 말합니다. 위험회피 또는 위험분산이라고도 부르며, 주로 파생상품 시장에서 기존 자산과 반대되는 포지션을 취해 손실 가능성을 줄이는 방식으로 활용됩니다. 투자 전략이나 리포트 등에서 위험 관리 수단으로 자주 언급됩니다.",iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
헤지 거래,[],파생/구조화상품,"헤지 거래는 주식, 통화, 금리 등 보유한 자산의 가격 변동 위험을 줄이기 위해 이와 반대되는 포지션을 취하는 거래 방식입니다. 예상치 못한 가격 변화로 발생할 수 있는 손실을 막기 위한 수단으로 활용됩니다. 위험을 낮추는 것이 주요 목적이지만, 거래 방식이나 시장 상황에 따라 그 효과와 결과가 달라질 수 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
헤지주,[],거시경제,헤지주는 인플레이션이나 통화 가치 하락에 따른 자산 가치 손실을 방어하기 위해 투자 대상으로 삼는 종목을 뜻합니다. 주로 부동산이나 보험사 주식처럼 보유 자산의 가치가 큰 종목들이 이에 해당합니다. 거시경제 뉴스나 리포트에서 통화 불안이나 물가 상승 우려가 커질 때 위험을 분산하는 수단으로 언급되곤 합니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
헤지펀드,[],ETF/펀드,"헤지펀드는 100명 미만의 소수 투자자로부터 자금을 모집하여 파트너십 형태로 운영하는 개인 모집 투자신탁입니다. 파생금융상품을 복합적으로 활용하여 자금을 운용하며, 주로 조세 회피 지역에 거점을 두고 활동하는 특징이 있습니다. 높은 수익을 추구하는 과정에서 국제 금융 시장에 큰 영향을 미치기도 하며, 투자 전략에 따라 위험도가 높게 평가되기도 합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
헤징,[],파생/구조화상품,헤징은 가격 변동으로 인한 손실을 방지하기 위해 인도시기가 서로 다른 매매를 동시에 진행하는 거래 방식입니다. 선물거래 등에서 위험을 관리하기 위한 연계매매라고도 불립니다. 주로 뉴스나 리포트에서 시장의 변동성 위험에 대응하는 전략을 설명할 때 사용됩니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
현금결제,[],파생/구조화상품,"현금결제는 선물거래 등에서 계약 만기 시 실물을 직접 주고받는 대신, 그 가치만큼의 현금을 주고받아 정산하는 방식입니다. 주가지수 선물처럼 실물 주식 포트폴리오를 직접 인도하기 번거롭거나 비용이 많이 드는 경우에 주로 활용됩니다. 최종 결제 시점의 가격과 계약 당시 가격의 차액을 계산해 현금으로 수수하며, 주가지수나 금리 선물 등 파생상품 시장에서 쓰이는 주요 결제 방법입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
현금예탁법,[],채권/금리/환율,"현금예탁법은 기업이 해외에서 자금을 빌릴 때 그중 일정 비율을 중앙은행에 무이자로 예탁하게 하여 외자 유입을 규제하는 제도입니다. 예탁 비율을 조절해 기업이 실제로 부담하는 금리를 조정함으로써 해외 자금의 유입 속도를 관리하는 목적으로 사용됩니다. 독일에서 외환 관리의 한 방법으로 도입되었으며, 현재는 제도가 정지된 상태입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
현금흐름분석,[],재무/회계,"현금흐름분석은 현금흐름표를 활용해 기업이 보유한 현금 잔액과 그 증감 원인을 파악하는 재무분석 기법입니다. 기업의 단기 지급능력을 확인하기 위해 사용하며, 재무제표를 통해 기업의 실제 자금 흐름 상태를 점검할 때 중요한 역할을 합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
현금흐름표,[],재무/회계,"현금흐름표는 기업 활동으로 발생하는 현금의 유입과 유출을 정리한 재무제표입니다. 현금이 들어오면 플러스(+), 나가면 마이너스(-)로 표시하며, 크게 영업활동, 투자활동, 재무활동의 세 가지 항목으로 구분합니다. 영업활동은 제품 판매 등 본업을 통해 생기는 흐름을, 투자활동은 자산 투자나 처분과 관련된 흐름을, 재무활동은 대출이나 배당 등 자금 조달 및 상환과 관련된 흐름을 나타냅니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
현물결제,[],거래/주문/결제,"현물결제는 선물계약 만기 시 계약할 때 정한 가격으로 실제 상품을 주고받으며 대금을 결제하는 방식입니다. 선물거래의 전통적인 결제 방법으로, 계약 대상이 되는 상품을 직접 인수도한다는 점이 특징입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
현물출자,[],공시/기업행위,"현물출자는 회사를 설립하거나 신주를 발행할 때 현금이 아닌 재산 등을 출자하여 주식을 배정받는 것을 뜻합니다. 주로 기업 공시에서 자본을 확충하는 방법의 하나로 언급됩니다. 출자하는 자산의 가치 산정 방식에 따라 기업의 재무 상태에 미치는 영향이 다를 수 있으므로, 단순히 자본금이 늘어난다는 사실만으로 긍정적 혹은 부정적이라 단정하기 어렵습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
현선매매,[],채권/금리/환율,"현선매매는 일정 기간이 지난 뒤 미리 정한 가격으로 다시 사거나 파는 것을 조건으로 하는 일본의 채권 매매 방식입니다. 환매조건부 채권매매(RP)의 일종으로, 조건부매매라고도 불립니다. 채권을 사서 나중에 되파는 매입현선은 여유 자금 운용에, 채권을 팔고 나중에 되사는 매도현선은 단기 자금 조달에 주로 활용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
현재가,[],가격/차트,현재가는 주식시장에서 실시간으로 거래되고 있는 주식의 가격을 의미합니다. 시장 상황에 따라 가격이 짧은 시간 내에도 빠르게 변동할 수 있으므로 주가 화면에서 수시로 확인해야 합니다.,KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
호가,[],거래/주문/결제,호가는 증권 시장에서 매수자와 매도자가 주식을 사고팔기 위해 제시하는 가격을 뜻합니다. 주가 화면에서 현재 거래가 가능한 가격대를 확인하거나 주문을 낼 때 기준이 됩니다. 매수자와 매도자가 부르는 가격이 서로 맞아야 거래가 이루어집니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
호재,[],주식 기초,"호재는 주가를 오르게 하는 긍정적인 요인을 뜻합니다. 뉴스나 리포트에서 금리 인하와 같은 경기 부양책, 증자, 기관 투자자의 대량 매수 등 주가 상승에 영향을 줄 만한 소식을 설명할 때 주로 쓰입니다. 다만 호재가 발생했다고 해서 주가가 항상 오르는 것은 아니며, 시장 상황이나 선반영 여부에 따라 다르게 해석될 수 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
혼합자산 집합투자기구,[],ETF/펀드,"혼합자산 집합투자기구는 증권, 부동산, 특별자산 등 다양한 자산에 투자 비율의 제한 없이 운용하는 펀드를 의미합니다. 특정 자산군에 얽매이지 않고 여러 종류의 자산에 유연하게 투자할 수 있는 것이 특징입니다. 투자 대상이 폭넓은 만큼 각 자산의 특성과 운용 방식에 따라 성격이 다를 수 있습니다.",iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
화폐유통속도,[],거시경제,"화폐유통속도는 한 단위의 화폐가 일정 기간 동안 재화를 생산하는 데 몇 번이나 쓰였는지를 보여주는 지표입니다. 경제 내에서 돈이 얼마나 활발하게 유통되고 있는지를 나타내며, 주로 거시경제 뉴스나 리포트에서 경제의 활력이나 통화 정책의 흐름을 설명할 때 사용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
확실성등가,[],투자지표/밸류에이션,"확실성등가는 불확실한 기대수익과 동일한 효용을 주는 확실한 수익을 의미합니다. 투자자가 위험을 회피할수록 미래에 기대되는 수익보다 현재의 확실한 수익을 더 낮게 평가하게 되는데, 이를 투자안 평가의 도구로 활용합니다. 불확실한 기대 현금흐름 대비 확실한 현금흐름의 비율인 확실성등가계수를 통해 측정할 수 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
